invoice,group_itemDescription
1571_112014,"{'vegetables', 'alcohol', 'others'}"
1572_032014,"{'grains', 'sugary', 'alcohol', 'other item', 'fruit'}"
1572_052014,"{'meats', 'grains', 'other foods'}"
1572_052015,"{'meats', 'vegetables', 'sugary'}"
1572_072015,"{'sugary', 'other foods'}"
1572_082014,"{'vegetables', 'others'}"
1572_092015,"{'energy drinks', 'sugary'}"
1573_012015,"{'alcohol', 'other item'}"
1573_042014,"{'dairy', 'fruit'}"
1573_052014,"{'vegetables', 'grains'}"
1574_012014,"{'milk', 'other foods'}"
1574_022014,"{'dairy', 'other item', 'pet care'}"
1574_042014,"{'grains', 'pet care', 'other foods', 'meats', 'others'}"
1574_042015,"{'meats', 'vegetables', 'sugary', 'other foods'}"
1574_062014,"{'energy drinks', 'vegetables', 'grains'}"
1574_112014,"{'vegetables', 'milk'}"
1574_122014,"{'meats', 'alcohol'}"
1574_122015,"{'meats', 'grains'}"
1575_022014,"{'others', 'other item'}"
1575_042015,"{'dairy', 'milk'}"
1575_052014,"{'milk', 'sugary'}"
1575_062014,"{'grains', 'seasoning'}"
1575_092014,"{'alcohol', 'bags'}"
1577_032015,"{'dairy', 'other item'}"
1578_032014,"{'milk', 'other drinks'}"
1578_062015,"{'alcohol', 'other foods'}"
1578_082014,"{'fruit', 'others'}"
1578_112014,"{'vegetables', 'others'}"
1579_062014,"{'alcohol', 'sugary'}"
1580_022014,"{'seasoning', 'alcohol', 'other foods', 'dairy', 'fruit'}"
1580_052014,"{'fruit', 'sugary'}"
1580_052015,"{'vegetables', 'milk'}"
1580_062015,"{'fruit', 'milk'}"
1580_072015,"{'vegetables', 'fruit', 'other foods'}"
1580_112014,"{'alcohol', 'other foods'}"
1581_022014,{'others'}
1581_062014,"{'meats', 'dairy'}"
1581_082015,"{'fruit', 'vegetables'}"
1582_062015,"{'dairy', 'bags'}"
1582_082015,"{'meats', 'other foods'}"
1582_102014,"{'alcohol', 'bags'}"
1583_032015,"{'dairy', 'cosmetics', 'alcohol'}"
1583_052015,"{'juice', 'grains', 'water'}"
1583_072015,"{'meats', 'grains', 'others', 'sugary'}"
1583_092014,"{'dairy', 'pet care'}"
1583_112014,"{'water', 'fruit', 'sugary'}"
1583_112015,"{'energy drinks', 'fruit', 'grains', 'seasoning'}"
1584_012015,"{'energy drinks', 'sugary', 'pet care', 'other item', 'dairy', 'milk'}"
1584_102015,"{'vegetables', 'grains', 'seasoning', 'cosmetics', 'dairy'}"
1584_112015,"{'meats', 'dairy', 'grains'}"
1584_122014,"{'grains', 'milk'}"
1585_042014,"{'energy drinks', 'milk'}"
1585_072015,"{'dairy', 'vegetables'}"
1585_092014,"{'fruit', 'other item'}"
1585_102014,"{'juice', 'other foods'}"
1586_022014,"{'fruit', 'other item'}"
1586_112014,"{'energy drinks', 'fruit', 'dairy'}"
1587_012014,{'cosmetics'}
1587_012015,"{'dairy', 'vegetables', 'milk', 'alcohol'}"
1587_052014,"{'vegetables', 'other item'}"
1587_092014,"{'dairy', 'bags'}"
1587_122014,"{'dairy', 'other foods'}"
1588_012015,"{'meats', 'other drinks', 'others'}"
1588_072014,"{'dairy', 'vegetables'}"
1588_102015,"{'meats', 'grains', 'sugary'}"
1589_082014,"{'meats', 'vegetables'}"
1589_112014,"{'dairy', 'sugary'}"
1590_012014,"{'fruit', 'others'}"
1590_062014,"{'juice', 'fruit'}"
1590_082015,"{'energy drinks', 'milk'}"
1591_012014,"{'meats', 'alcohol'}"
1591_032015,"{'dairy', 'others'}"
1591_122014,"{'vegetables', 'grains', 'others', 'other foods', 'other item', 'milk'}"
1592_112014,"{'vegetables', 'other item'}"
1593_012015,"{'meats', 'vegetables'}"
1593_022014,"{'vegetables', 'alcohol'}"
1593_082015,"{'meats', 'other item'}"
1594_012015,"{'dairy', 'grains'}"
1594_042014,"{'water', 'seasoning'}"
1594_052014,"{'dairy', 'sugary'}"
1595_012014,"{'dairy', 'vegetables'}"
1595_052015,"{'vegetables', 'grains', 'other foods', 'other item', 'meats', 'milk'}"
1595_062014,"{'others', 'other item'}"
1595_062015,"{'others', 'milk'}"
1595_072014,"{'milk', 'alcohol', 'other item'}"
1595_092014,"{'alcohol', 'other foods'}"
1595_112015,"{'energy drinks', 'fruit'}"
1596_072014,"{'vegetables', 'milk', 'others'}"
1596_072015,"{'other drinks', 'water'}"
1596_102014,"{'vegetables', 'others'}"
1596_122014,"{'milk', 'sugary', 'other foods'}"
1597_022014,"{'meats', 'sugary'}"
1597_052015,{'milk'}
1597_122014,"{'vegetables', 'milk', 'other item'}"
1598_022015,"{'dairy', 'vegetables', 'grains'}"
1598_042014,"{'dairy', 'other item'}"
1598_072014,"{'energy drinks', 'sugary'}"
1599_042015,"{'grains', 'milk'}"
1599_052015,"{'fruit', 'others', 'vegetables', 'bags'}"
1599_082014,"{'meats', 'other item'}"
1599_102014,"{'dairy', 'sugary'}"
1599_102015,"{'meats', 'energy drinks'}"
1601_022015,"{'energy drinks', 'other item'}"
1601_092014,"{'dairy', 'vegetables'}"
1601_092015,"{'vegetables', 'milk'}"
1602_022014,"{'sugary', 'other item'}"
1602_032014,"{'dairy', 'fruit'}"
1602_042015,"{'meats', 'milk'}"
1602_052014,"{'juice', 'fruit'}"
1602_082015,"{'fruit', 'other item'}"
1602_092014,"{'dairy', 'vegetables'}"
1602_122014,"{'vegetables', 'other foods'}"
1603_032014,"{'seasoning', 'other foods'}"
1603_072015,"{'grains', 'alcohol', 'other foods', 'meats', 'milk'}"
1603_092015,"{'meats', 'alcohol', 'milk', 'other foods'}"
1604_032014,"{'sugary', 'other item'}"
1604_042015,"{'fruit', 'alcohol'}"
1604_082015,"{'meats', 'other foods'}"
1604_112015,"{'juice', 'fruit'}"
1605_022014,"{'juice', 'energy drinks'}"
1605_062015,"{'meats', 'dairy', 'fruit', 'seasoning'}"
1605_082014,"{'alcohol', 'other item'}"
1605_112014,"{'vegetables', 'alcohol', 'milk'}"
1606_052014,"{'dairy', 'alcohol'}"
1606_102015,"{'meats', 'alcohol'}"
1606_112015,"{'meats', 'vegetables'}"
1606_122014,"{'alcohol', 'pet care'}"
1607_052014,{'vegetables'}
1607_122014,"{'bags', 'vegetables', 'other item', 'other foods'}"
1608_012014,"{'juice', 'sugary'}"
1608_022015,{'meats'}
1608_062015,"{'dairy', 'alcohol', 'milk', 'bags'}"
1608_072014,"{'grains', 'others', 'milk'}"
1608_102015,"{'other foods', 'fruit', 'vegetables', 'milk'}"
1608_112015,"{'vegetables', 'fruit'}"
1609_022014,"{'dairy', 'others'}"
1609_032015,"{'alcohol', 'vegetables', 'others'}"
1609_052014,"{'juice', 'milk'}"
1609_072014,"{'dairy', 'vegetables'}"
1609_122014,"{'vegetables', 'seasoning'}"
1609_122015,"{'energy drinks', 'sugary', 'other item'}"
1610_052015,"{'dairy', 'vegetables', 'other item'}"
1610_122014,"{'grains', 'alcohol', 'dairy'}"
1611_022015,"{'meats', 'dairy', 'energy drinks', 'other foods'}"
1611_032014,"{'meats', 'dairy'}"
1611_042015,"{'vegetables', 'alcohol'}"
1612_052015,"{'chemistry products', 'alcohol', 'other item'}"
1612_062015,"{'vegetables', 'water'}"
1612_082014,"{'dairy', 'energy drinks', 'other item'}"
1612_112014,"{'meats', 'vegetables', 'milk'}"
1612_122014,"{'dairy', 'fruit', 'sugary', 'other foods'}"
1613_012014,"{'fruit', 'grains'}"
1613_022014,"{'dairy', 'milk'}"
1613_032015,"{'vegetables', 'alcohol', 'other foods'}"
1613_062015,"{'meats', 'other foods'}"
1613_082015,"{'dairy', 'energy drinks', 'house facilities'}"
1613_112014,"{'vegetables', 'seasoning'}"
1614_032015,"{'alcohol', 'milk'}"
1614_102015,"{'dairy', 'others'}"
1615_012015,"{'meats', 'other drinks'}"
1615_032015,"{'grains', 'seasoning', 'other foods', 'meats', 'dairy'}"
1615_072014,"{'dairy', 'grains', 'seasoning'}"
1615_112014,"{'grains', 'water'}"
1616_012014,"{'meats', 'alcohol'}"
1616_012015,"{'meats', 'energy drinks'}"
1616_032014,"{'fruit', 'milk', 'other foods'}"
1616_062014,"{'meats', 'milk'}"
1616_072014,"{'grains', 'milk'}"
1616_082015,"{'fruit', 'milk'}"
1617_032015,"{'energy drinks', 'grains', 'other item'}"
1617_072014,"{'meats', 'seasoning', 'house facilities'}"
1617_102015,"{'sugary', 'other item'}"
1618_022015,"{'meats', 'milk'}"
1618_032014,"{'fruit', 'milk'}"
1618_052014,"{'vegetables', 'other foods'}"
1618_072014,"{'alcohol', 'sugary', 'seasoning'}"
1618_082014,"{'meats', 'others', 'sugary'}"
1618_102014,"{'milk', 'others'}"
1618_112014,"{'dairy', 'seasoning'}"
1619_042015,"{'other foods', 'sugary', 'other item'}"
1619_072014,"{'grains', 'others', 'sugary'}"
1619_092014,"{'vegetables', 'grains', 'other foods'}"
1619_102015,"{'vegetables', 'milk'}"
1620_022014,"{'alcohol', 'water'}"
1620_032015,"{'fruit', 'others', 'sugary'}"
1620_042014,"{'dairy', 'milk'}"
1620_072014,"{'meats', 'dairy'}"
1620_082015,"{'meats', 'dairy'}"
1621_022014,"{'bags', 'chemistry products', 'grains', 'other item'}"
1621_022015,"{'meats', 'fruit'}"
1621_062014,"{'energy drinks', 'vegetables', 'alcohol', 'dairy', 'milk'}"
1621_082014,"{'milk', 'others', 'seasoning'}"
1622_052014,"{'alcohol', 'bags'}"
1622_062014,"{'milk', 'other foods'}"
1622_112015,"{'meats', 'energy drinks', 'other item'}"
1622_122015,"{'fruit', 'alcohol', 'other foods'}"
1623_012015,"{'grains', 'sugary', 'other item', 'meats', 'fruit'}"
1623_022015,"{'meats', 'sugary'}"
1623_072014,"{'meats', 'other item'}"
1623_122014,{'energy drinks'}
1624_042015,"{'seasoning', 'others', 'juice', 'other item', 'milk'}"
1624_082014,"{'vegetables', 'other drinks'}"
1624_122015,"{'fruit', 'alcohol'}"
1625_022014,"{'meats', 'milk'}"
1625_052014,"{'meats', 'dairy'}"
1625_082014,{'grains'}
1625_082015,"{'vegetables', 'other foods'}"
1625_102014,"{'dairy', 'others', 'water'}"
1625_112015,"{'vegetables', 'other foods', 'other item', 'dairy', 'others'}"
1625_122014,"{'meats', 'sugary'}"
1626_022015,"{'grains', 'sugary'}"
1627_112014,"{'juice', 'cosmetics', 'other item'}"
1627_112015,"{'vegetables', 'grains', 'alcohol', 'other item', 'fruit'}"
1628_052015,"{'meats', 'dairy'}"
1628_062014,"{'juice', 'dairy'}"
1628_102014,"{'energy drinks', 'grains', 'other foods', 'chemistry products', 'milk'}"
1628_112014,"{'meats', 'grains'}"
1628_112015,"{'energy drinks', 'grains', 'water'}"
1629_052015,"{'meats', 'fruit'}"
1629_072014,"{'dairy', 'milk'}"
1629_082015,"{'fruit', 'sugary'}"
1630_052015,"{'fruit', 'grains'}"
1630_102014,"{'milk', 'other item'}"
1631_052015,"{'energy drinks', 'seasoning', 'other foods'}"
1631_082015,"{'fruit', 'seasoning'}"
1632_022014,"{'energy drinks', 'grains', 'bags'}"
1632_052014,"{'grains', 'vegetables', 'alcohol', 'others'}"
1632_052015,"{'milk', 'house facilities'}"
1632_082015,"{'meats', 'energy drinks', 'others'}"
1632_122015,"{'vegetables', 'other item'}"
1633_052014,"{'bags', 'other foods'}"
1633_092015,"{'meats', 'grains', 'milk'}"
1634_012015,"{'dairy', 'grains'}"
1634_032015,"{'meats', 'dairy', 'milk', 'water'}"
1634_052015,"{'milk', 'water', 'other item'}"
1634_092014,"{'meats', 'energy drinks'}"
1634_092015,"{'vegetables', 'water', 'pet care', 'others', 'dairy', 'milk'}"
1634_102014,"{'juice', 'seasoning'}"
1635_112014,"{'grains', 'sugary'}"
1635_112015,"{'dairy', 'fruit'}"
1635_122014,"{'milk', 'bags'}"
1636_042015,"{'vegetables', 'milk'}"
1636_052014,"{'vegetables', 'others'}"
1636_052015,"{'fruit', 'vegetables'}"
1636_082014,"{'vegetables', 'alcohol'}"
1636_092014,"{'cosmetics', 'grains'}"
1636_092015,"{'alcohol', 'other item'}"
1638_082014,"{'alcohol', 'sugary'}"
1638_122015,"{'sugary', 'alcohol', 'others', 'dairy', 'milk', 'bags'}"
1639_082014,"{'meats', 'cosmetics', 'grains', 'sugary'}"
1639_102015,"{'meats', 'fruit', 'seasoning'}"
1640_032014,"{'milk', 'other item'}"
1640_082014,"{'vegetables', 'others'}"
1641_052015,"{'meats', 'grains', 'fruit', 'alcohol'}"
1641_062015,"{'milk', 'other foods'}"
1641_082014,"{'vegetables', 'sugary'}"
1641_092014,"{'dairy', 'grains'}"
1641_112014,"{'cosmetics', 'alcohol'}"
1642_092014,"{'dairy', 'water'}"
1643_042015,"{'dairy', 'other item'}"
1643_122014,"{'energy drinks', 'milk'}"
1644_022014,"{'dairy', 'fruit'}"
1644_072014,"{'grains', 'others', 'other foods'}"
1645_012014,"{'cosmetics', 'grains'}"
1645_052014,"{'grains', 'milk'}"
1646_032014,"{'dairy', 'others'}"
1646_062014,"{'vegetables', 'grains'}"
1646_062015,"{'meats', 'sugary'}"
1646_072014,"{'cosmetics', 'bags'}"
1646_082015,"{'energy drinks', 'other item', 'meats', 'dairy', 'milk'}"
1646_112014,"{'alcohol', 'other drinks'}"
1647_022014,"{'vegetables', 'other foods'}"
1647_112014,"{'sugary', 'other foods'}"
1647_122015,{'dairy'}
1648_012015,"{'meats', 'grains'}"
1648_022014,"{'alcohol', 'others'}"
1648_022015,"{'meats', 'other item'}"
1648_102014,"{'fruit', 'milk'}"
1649_052015,"{'vegetables', 'other foods', 'other item', 'meats', 'dairy', 'fruit'}"
1649_062015,"{'fruit', 'alcohol', 'water'}"
1649_072014,"{'meats', 'milk'}"
1649_112014,"{'dairy', 'others', 'other item'}"
1649_112015,"{'meats', 'dairy'}"
1650_012014,"{'energy drinks', 'chemistry products', 'grains', 'other item'}"
1650_062014,"{'dairy', 'alcohol'}"
1651_022015,"{'meats', 'water'}"
1651_032014,"{'energy drinks', 'vegetables', 'others', 'other foods'}"
1651_042014,"{'cosmetics', 'other drinks'}"
1651_062015,"{'fruit', 'vegetables'}"
1651_072015,"{'meats', 'other item'}"
1651_082014,"{'vegetables', 'pet care'}"
1651_122015,"{'fruit', 'milk'}"
1652_032014,"{'vegetables', 'grains'}"
1652_032015,"{'vegetables', 'fruit'}"
1652_052014,"{'dairy', 'others', 'grains'}"
1652_062014,"{'juice', 'dairy', 'alcohol', 'other item'}"
1653_042014,"{'meats', 'grains', 'other foods'}"
1653_052014,"{'grains', 'milk', 'other foods'}"
1653_072014,"{'meats', 'seasoning'}"
1653_072015,"{'fruit', 'vegetables', 'milk'}"
1653_122014,"{'grains', 'other item', 'meats', 'dairy', 'fruit', 'others'}"
1654_032015,"{'alcohol', 'bags'}"
1654_042015,"{'vegetables', 'house facilities', 'other item'}"
1654_062014,"{'milk', 'sugary'}"
1654_072014,"{'vegetables', 'milk'}"
1654_082014,"{'dairy', 'milk'}"
1654_092015,"{'vegetables', 'sugary', 'other item', 'dairy', 'fruit'}"
1654_102014,"{'dairy', 'cosmetics'}"
1654_112014,"{'fruit', 'vegetables'}"
1655_042014,"{'fruit', 'alcohol', 'sugary'}"
1655_062014,"{'meats', 'grains'}"
1655_112015,"{'meats', 'milk'}"
1655_122014,"{'water', 'other item'}"
1656_022015,"{'meats', 'other item'}"
1656_072015,"{'water', 'fruit', 'grains', 'sugary'}"
1656_082015,"{'dairy', 'alcohol', 'milk'}"
1656_102015,{'dairy'}
1657_042014,"{'meats', 'vegetables', 'other item'}"
1657_122014,"{'vegetables', 'milk'}"
1658_032014,"{'fruit', 'other foods'}"
1658_032015,"{'meats', 'house facilities'}"
1658_062014,"{'meats', 'energy drinks', 'other foods'}"
1658_062015,"{'dairy', 'other item'}"
1658_092014,"{'energy drinks', 'cosmetics', 'others'}"
1659_012014,"{'vegetables', 'sugary'}"
1659_032015,"{'vegetables', 'sugary'}"
1659_052014,"{'dairy', 'others'}"
1659_072015,"{'meats', 'water'}"
1659_102015,"{'dairy', 'fruit'}"
1659_112015,"{'energy drinks', 'milk'}"
1659_122014,"{'grains', 'sugary'}"
1660_032014,"{'vegetables', 'other foods'}"
1660_062014,"{'dairy', 'alcohol', 'other foods'}"
1660_072015,"{'sugary', 'other item'}"
1661_012014,{'fruit'}
1661_012015,"{'dairy', 'vegetables', 'fruit', 'other foods'}"
1661_022014,"{'vegetables', 'other foods'}"
1661_072014,"{'grains', 'sugary', 'seasoning'}"
1661_082014,{'fruit'}
1661_082015,"{'fruit', 'alcohol', 'bags'}"
1662_012014,"{'juice', 'seasoning', 'other item'}"
1662_122015,"{'water', 'other item'}"
1663_022014,"{'dairy', 'seasoning', 'other item'}"
1663_052015,"{'meats', 'dairy'}"
1663_072015,"{'dairy', 'vegetables', 'milk', 'other item'}"
1663_112015,{'fruit'}
1664_012014,"{'energy drinks', 'alcohol', 'other item'}"
1664_012015,"{'meats', 'dairy', 'vegetables', 'milk'}"
1664_062014,"{'meats', 'seasoning'}"
1665_082014,"{'dairy', 'alcohol'}"
1665_112015,"{'energy drinks', 'vegetables', 'milk'}"
1666_042015,"{'meats', 'grains'}"
1666_052014,"{'fruit', 'other foods'}"
1667_122015,"{'vegetables', 'other item'}"
1668_032015,"{'dairy', 'seasoning'}"
1668_052015,"{'meats', 'fruit', 'grains', 'other item'}"
1668_072014,"{'meats', 'water'}"
1668_082015,"{'cosmetics', 'fruit'}"
1669_082015,"{'energy drinks', 'vegetables', 'seasoning', 'other foods', 'meats', 'milk', 'bags'}"
1670_052015,"{'energy drinks', 'fruit', 'sugary'}"
1670_062015,"{'meats', 'others'}"
1670_112015,"{'meats', 'dairy', 'vegetables'}"
1672_012014,"{'meats', 'grains'}"
1672_052015,"{'fruit', 'alcohol'}"
1672_072015,"{'dairy', 'milk'}"
1673_082014,{'fruit'}
1674_022015,"{'grains', 'others', 'bags'}"
1674_042015,"{'meats', 'other drinks'}"
1674_062014,"{'meats', 'water', 'sugary'}"
1674_072014,"{'energy drinks', 'chemistry products', 'fruit', 'other foods'}"
1676_032014,"{'energy drinks', 'vegetables'}"
1676_052014,"{'vegetables', 'alcohol'}"
1676_112014,"{'vegetables', 'fruit'}"
1676_112015,"{'juice', 'fruit', 'milk', 'others'}"
1677_022014,"{'meats', 'other item'}"
1677_022015,"{'meats', 'sugary'}"
1677_072014,"{'fruit', 'vegetables'}"
1677_082014,"{'dairy', 'seasoning'}"
1677_092015,"{'fruit', 'alcohol'}"
1678_012015,"{'meats', 'vegetables'}"
1678_082015,"{'milk', 'water'}"
1678_092015,"{'meats', 'sugary'}"
1678_112015,"{'fruit', 'alcohol'}"
1679_062015,"{'vegetables', 'other item'}"
1679_082014,"{'other foods', 'grains', 'other item'}"
1679_082015,"{'other foods', 'milk', 'other item'}"
1679_102014,"{'sugary', 'other item'}"
1680_052014,{'pet care'}
1680_092014,"{'juice', 'other drinks'}"
1680_102014,"{'energy drinks', 'sugary'}"
1681_042014,"{'dairy', 'energy drinks'}"
1681_062014,"{'water', 'fruit', 'sugary', 'other item'}"
1682_012014,"{'vegetables', 'others'}"
1682_012015,"{'alcohol', 'seasoning'}"
1682_042014,"{'juice', 'alcohol'}"
1682_052014,"{'fruit', 'sugary'}"
1682_062015,"{'energy drinks', 'sugary', 'other foods', 'meats', 'fruit', 'bags'}"
1682_092014,"{'vegetables', 'others'}"
1682_102014,"{'dairy', 'fruit'}"
1683_052015,"{'meats', 'vegetables', 'water'}"
1683_082015,"{'fruit', 'milk'}"
1684_022014,"{'grains', 'alcohol', 'dairy'}"
1684_032015,"{'energy drinks', 'milk', 'other item'}"
1685_032014,"{'energy drinks', 'water'}"
1685_032015,"{'vegetables', 'other drinks'}"
1685_082015,"{'vegetables', 'milk'}"
1685_102014,"{'grains', 'milk'}"
1686_052014,"{'meats', 'alcohol', 'vegetables', 'grains'}"
1686_122014,"{'milk', 'others'}"
1687_022014,"{'meats', 'dairy'}"
1687_052014,"{'milk', 'other foods'}"
1687_062014,"{'vegetables', 'alcohol', 'sugary'}"
1687_072014,"{'meats', 'house facilities'}"
1687_102014,"{'energy drinks', 'grains'}"
1688_102015,"{'vegetables', 'others'}"
1689_092014,"{'milk', 'grains', 'sugary', 'other item'}"
1690_032014,"{'meats', 'energy drinks'}"
1690_032015,"{'meats', 'vegetables', 'grains'}"
1690_052014,"{'grains', 'other item'}"
1690_082015,"{'dairy', 'seasoning'}"
1690_092014,"{'dairy', 'others', 'water', 'other foods'}"
1690_102014,"{'dairy', 'fruit'}"
1692_042014,"{'vegetables', 'seasoning', 'other item'}"
1692_062015,"{'energy drinks', 'vegetables', 'milk'}"
1692_072014,"{'juice', 'others', 'sugary'}"
1692_082015,"{'meats', 'fruit'}"
1692_112014,"{'alcohol', 'other foods'}"
1692_122014,{'sugary'}
1693_052014,"{'dairy', 'alcohol', 'grains'}"
1693_052015,"{'dairy', 'sugary', 'seasoning'}"
1693_092014,"{'dairy', 'vegetables', 'milk', 'other item'}"
1693_122015,"{'vegetables', 'grains'}"
1694_012014,"{'fruit', 'grains', 'sugary', 'other item'}"
1694_072014,"{'dairy', 'other item'}"
1695_042015,"{'meats', 'other item'}"
1696_012015,"{'others', 'sugary', 'milk'}"
1696_022015,"{'vegetables', 'other item'}"
1696_042015,"{'fruit', 'seasoning'}"
1696_062014,"{'energy drinks', 'milk', 'dairy'}"
1696_082014,"{'vegetables', 'other foods'}"
1697_012014,"{'meats', 'dairy'}"
1697_022015,"{'fruit', 'vegetables'}"
1697_052015,"{'vegetables', 'alcohol', 'other drinks', 'other item', 'others', 'milk'}"
1697_062014,"{'fruit', 'vegetables'}"
1697_112015,"{'energy drinks', 'house facilities'}"
1698_012014,{'dairy'}
1698_062015,"{'meats', 'vegetables', 'fruit', 'bags'}"
1698_072015,"{'dairy', 'vegetables', 'grains'}"
1699_012014,"{'cosmetics', 'alcohol'}"
1699_052015,{'fruit'}
1699_072015,"{'meats', 'vegetables', 'other item'}"
1699_092015,"{'vegetables', 'sugary', 'other foods'}"
1700_052014,"{'fruit', 'bags'}"
1700_102015,{'vegetables'}
1701_052015,"{'alcohol', 'others'}"
1702_012015,"{'alcohol', 'milk'}"
1702_022014,"{'vegetables', 'grains'}"
1702_052014,"{'grains', 'other foods', 'meats', 'dairy', 'chemistry products'}"
1702_122014,"{'dairy', 'fruit'}"
1703_022014,"{'vegetables', 'milk', 'others'}"
1703_022015,"{'grains', 'water', 'seasoning', 'alcohol', 'other foods', 'meats', 'dairy', 'fruit', 'others'}"
1705_052014,"{'seasoning', 'other item'}"
1705_072015,"{'meats', 'dairy', 'grains', 'milk'}"
1705_122015,"{'energy drinks', 'seasoning'}"
1706_022014,"{'dairy', 'energy drinks'}"
1706_072015,"{'energy drinks', 'water', 'sugary'}"
1706_082015,"{'grains', 'alcohol', 'others', 'pet care'}"
1706_112014,"{'energy drinks', 'vegetables', 'fruit'}"
1707_092015,"{'meats', 'other foods'}"
1707_122014,"{'grains', 'alcohol'}"
1708_022015,"{'vegetables', 'other item'}"
1708_092014,"{'vegetables', 'milk'}"
1708_092015,"{'grains', 'pet care', 'alcohol', 'meats', 'dairy', 'fruit', 'milk'}"
1708_122015,"{'grains', 'sugary', 'other item', 'meats', 'fruit'}"
1709_042015,"{'meats', 'vegetables'}"
1709_082014,"{'energy drinks', 'grains'}"
1710_052015,"{'meats', 'grains', 'other item'}"
1710_082014,"{'sugary', 'other item'}"
