invoice,itemDescription
2222_122015,"{'coffee', 'pork', 'sausage', 'whole milk'}"
2225_042015,"{'pork', 'brown bread', 'yogurt', 'rolls/buns'}"
2225_092014,"{'rolls/buns', 'waffles'}"
2225_102014,"{'bottled water', 'hard cheese'}"
2225_122015,"{'whole milk', 'berries'}"
2226_012014,"{'bottled water', 'sausage'}"
2226_022015,"{'pork', 'curd', 'canned vegetables', 'other vegetables', 'sliced cheese'}"
2226_062014,"{'sliced cheese', 'whole milk'}"
2226_062015,"{'yogurt', 'hamburger meat'}"
2226_092015,"{'whole milk', 'berries'}"
2227_062015,"{'whole milk', 'mustard', 'semi-finished bread'}"
2227_072015,"{'herbs', 'other vegetables'}"
2228_052015,"{'shopping bags', 'sugar'}"
2228_102014,"{'hygiene articles', 'yogurt'}"
2229_012015,"{'long life bakery product', 'pet care'}"
2229_032015,{'whipped/sour cream'}
2229_052015,"{'chocolate', 'rolls/buns', 'cream cheese ', 'root vegetables'}"
2229_072014,"{'fruit/vegetable juice', 'rolls/buns', 'pip fruit', 'pastry'}"
2229_102015,"{'soda', 'shopping bags', 'processed cheese', 'flower soil/fertilizer', 'root vegetables', 'meat', 'other vegetables'}"
2229_122015,"{'misc. beverages', 'sausage'}"
2230_052015,"{'frankfurter', 'hard cheese', 'sausage', 'flour', 'cream cheese ', 'chocolate', 'other vegetables', 'tropical fruit'}"
2230_072014,"{'soda', 'sausage', 'cooking chocolate', 'roll products ', 'bottled water', 'meat'}"
2230_112014,"{'processed cheese', 'instant coffee'}"
2231_032014,"{'berries', 'tropical fruit'}"
2231_032015,"{'whipped/sour cream', 'bottled water'}"
2231_052014,"{'cake bar', 'citrus fruit'}"
2231_062014,"{'seasonal products', 'butter', 'bottled beer', 'pastry'}"
2231_082015,"{'margarine', 'berries'}"
2231_102015,"{'frankfurter', 'napkins', 'soda'}"
2232_012014,"{'flour', 'domestic eggs', 'dessert', 'beef'}"
2232_012015,"{'whisky', 'specialty chocolate', 'root vegetables'}"
2232_032014,"{'bottled water', 'whole milk'}"
2232_062015,"{'bottled beer', 'citrus fruit', 'soft cheese', 'whole milk', 'other vegetables'}"
2233_042014,"{'domestic eggs', 'other vegetables', 'tropical fruit'}"
2233_082015,"{'chocolate', 'yogurt'}"
2233_102014,"{'pastry', 'frozen fish'}"
2233_102015,"{'bottled beer', 'whole milk'}"
2234_022015,"{'root vegetables', 'sausage'}"
2234_042014,"{'pastry', 'newspapers'}"
2234_072015,"{'pork', 'margarine', 'sausage', 'beverages', 'pastry', 'pickled vegetables', 'citrus fruit', 'canned beer', 'whipped/sour cream'}"
2234_122015,"{'frankfurter', 'pork', 'red/blush wine', 'sugar', 'waffles', 'whole milk', 'liquor (appetizer)'}"
2235_012015,"{'processed cheese', 'meat', 'citrus fruit', 'whole milk'}"
2235_092015,"{'pip fruit', 'root vegetables'}"
2235_102014,"{'ketchup', 'grapes', 'dish cleaner', 'frozen vegetables', 'canned beer'}"
2235_102015,"{'soda', 'ham'}"
2236_032015,"{'root vegetables', 'frozen meals', 'whole milk', 'fruit/vegetable juice', 'meat'}"
2236_042014,{'shopping bags'}
2236_072014,"{'soda', 'bottled beer', 'candy'}"
2236_112014,"{'candy', 'citrus fruit', 'rolls/buns', 'brandy'}"
2237_012014,"{'flower (seeds)', 'soups', 'Instant food products', 'bottled water', 'sliced cheese'}"
2237_092015,"{'chicken', 'margarine'}"
2237_102014,"{'coffee', 'margarine'}"
2238_032015,"{'whole milk', 'pip fruit', 'cream cheese ', 'sausage'}"
2238_052014,"{'curd', 'pastry', 'whole milk'}"
2238_062015,"{'butter', 'yogurt', 'sausage'}"
2238_092015,"{'curd', 'misc. beverages'}"
2239_012014,"{'curd', 'yogurt'}"
2239_112014,"{'soda', 'domestic eggs', 'other vegetables'}"
2239_122015,"{'popcorn', 'soda', 'sausage', 'canned fruit', 'whole milk', 'fruit/vegetable juice'}"
2240_012015,"{'white bread', 'chicken'}"
2240_022014,"{'shopping bags', 'pastry', 'sugar'}"
2240_052015,"{'canned beer', 'citrus fruit'}"
2240_072015,"{'frozen vegetables', 'sausage'}"
2240_092015,"{'chocolate', 'brown bread', 'pip fruit'}"
2241_012014,"{'butter', 'brown bread'}"
2241_022014,"{'photo/film', 'pet care', 'frozen vegetables', 'root vegetables', 'rolls/buns'}"
2241_102015,"{'ham', 'frozen meals'}"
2242_012014,"{'butter', 'frozen vegetables'}"
2242_042014,"{'liquor (appetizer)', 'yogurt', 'shopping bags', 'chicken', 'rolls/buns', 'napkins'}"
2242_052015,"{'whole milk', 'butter', 'frozen vegetables', 'rolls/buns'}"
2243_012014,"{'candles', 'yogurt', 'meat', 'tropical fruit'}"
2243_012015,"{'herbs', 'soda'}"
2243_022014,"{'meat', 'frozen potato products'}"
2243_092015,"{'grapes', 'rolls/buns'}"
2244_012014,"{'finished products', 'canned fish'}"
2244_012015,"{'soda', 'yogurt', 'sliced cheese'}"
2244_032015,"{'softener', 'other vegetables', 'citrus fruit', 'semi-finished bread'}"
2244_072014,"{'coffee', 'rolls/buns', 'misc. beverages', 'beef'}"
2244_092014,"{'citrus fruit', 'whole milk'}"
2245_012015,"{'shopping bags', 'turkey'}"
2245_022014,"{'fish', 'canned beer'}"
2245_032015,"{'canned beer', 'yogurt'}"
2245_052015,"{'whole milk', 'sausage'}"
2246_012014,"{'soda', 'bottled beer', 'newspapers'}"
2246_082015,"{'berries', 'beef'}"
2247_052015,"{'specialty bar', 'citrus fruit', 'canned beer', 'fruit/vegetable juice', 'other vegetables'}"
2247_112014,"{'cat food', 'chocolate', 'coffee', 'fruit/vegetable juice', 'domestic eggs', 'salt'}"
2248_032015,"{'rolls/buns', 'newspapers'}"
2249_012015,"{'bottled water', 'tropical fruit'}"
2249_052015,"{'bottled water', 'long life bakery product'}"
2250_042015,"{'hard cheese', 'margarine', 'citrus fruit', 'soft cheese', 'chicken', 'other vegetables'}"
2250_102015,"{'whole milk', 'waffles'}"
2251_022015,"{'bottled beer', 'packaged fruit/vegetables'}"
2251_032015,"{'whole milk', 'hamburger meat'}"
2251_062014,"{'other vegetables', 'citrus fruit'}"
2251_062015,"{'pet care', 'specialty chocolate', 'citrus fruit', 'chicken', 'cream cheese ', 'condensed milk', 'napkins'}"
2251_092014,"{'pork', 'whole milk'}"
2252_042014,"{'canned beer', 'cream cheese ', 'chewing gum'}"
2252_082014,"{'yogurt', 'bottled beer', 'seasonal products', 'canned vegetables', 'domestic eggs'}"
2252_082015,"{'cereals', 'curd', 'chicken', 'rolls/buns', 'whole milk', 'bottled water'}"
2252_102014,"{'seasonal products', 'brown bread', 'oil'}"
2252_122014,"{'soda', 'spices', 'shopping bags'}"
2253_062015,"{'bottled water', 'rolls/buns'}"
2253_072015,"{'frankfurter', 'white bread'}"
2253_122014,"{'butter milk', 'root vegetables'}"
2254_012014,"{'light bulbs', 'mustard', 'frozen vegetables', 'napkins'}"
2254_012015,"{'frankfurter', 'house keeping products', 'pork', 'packaged fruit/vegetables'}"
2254_022014,"{'whipped/sour cream', 'newspapers'}"
2254_112014,"{'butter', 'whole milk'}"
2255_012015,"{'whole milk', 'cookware', 'oil', 'tropical fruit'}"
2255_042014,"{'dessert', 'pot plants'}"
2255_042015,"{'frankfurter', 'packaged fruit/vegetables'}"
2255_072014,"{'curd', 'pastry'}"
2255_122015,"{'cake bar', 'pip fruit'}"
2256_022014,"{'frozen vegetables', 'beef'}"
2256_082015,"{'whipped/sour cream', 'domestic eggs', 'pastry'}"
2256_112014,"{'butter', 'pastry'}"
2256_112015,"{'female sanitary products', 'curd'}"
2257_032015,"{'pork', 'pip fruit'}"
2257_052015,"{'herbs', 'yogurt', 'whole milk', 'soda'}"
2257_062014,"{'pasta', 'hamburger meat'}"
2258_012014,"{'seasonal products', 'butter', 'ice cream'}"
2258_052014,"{'yogurt', 'frozen meals'}"
2258_102014,{'soda'}
2259_012014,"{'soda', 'processed cheese', 'candy', 'roll products '}"
2259_062014,"{'frankfurter', 'domestic eggs'}"
2260_022015,"{'chocolate', 'bottled water'}"
2260_062015,"{'frankfurter', 'soda'}"
2260_102015,"{'soda', 'domestic eggs', 'mayonnaise', 'sausage'}"
2261_012014,"{'oil', 'tropical fruit'}"
2261_042015,"{'frankfurter', 'root vegetables'}"
2261_062015,"{'packaged fruit/vegetables', 'misc. beverages', 'sausage'}"
2261_072014,"{'brown bread', 'citrus fruit'}"
2261_112015,"{'onions', 'whole milk'}"
2262_042015,"{'soups', 'hygiene articles', 'brandy', 'bottled water', 'other vegetables', 'tropical fruit'}"
2262_062014,"{'domestic eggs', 'newspapers'}"
2262_102014,"{'whole milk', 'waffles'}"
2263_022015,"{'frankfurter', 'tropical fruit'}"
2264_072014,"{'bottled beer', 'canned beer', 'dish cleaner'}"
2264_102014,"{'coffee', 'other vegetables', 'rolls/buns'}"
2264_122015,"{'sparkling wine', 'tropical fruit'}"
2265_062015,"{'frankfurter', 'specialty fat', 'soft cheese', 'chicken', 'white bread', 'whipped/sour cream'}"
2265_072015,"{'other vegetables', 'chewing gum'}"
2265_092015,"{'dish cleaner', 'bathroom cleaner', 'soft cheese', 'whole milk', 'waffles', 'domestic eggs'}"
2266_082014,"{'whipped/sour cream', 'brown bread', 'other vegetables'}"
2266_092015,"{'butter milk', 'yogurt', 'grapes', 'soft cheese', 'candy', 'other vegetables'}"
2267_012015,"{'frozen vegetables', 'beef'}"
2267_022015,"{'frankfurter', 'other vegetables', 'oil'}"
2267_032015,"{'meat', 'oil'}"
2267_072015,"{'long life bakery product', 'whole milk'}"
2267_102014,"{'instant coffee', 'hygiene articles', 'other vegetables'}"
2267_112015,"{'brown bread', 'semi-finished bread'}"
2269_052014,"{'bottled water', 'sliced cheese', 'hamburger meat'}"
2269_092015,"{'rolls/buns', 'berries'}"
2270_012015,"{'soda', 'specialty bar', 'misc. beverages', 'sausage', 'whole milk'}"
2270_042015,"{'bottled water', 'dish cleaner', 'tropical fruit'}"
2270_092015,"{'soda', 'yogurt', 'pastry', 'long life bakery product', 'berries', 'seasonal products', 'coffee', 'whole milk', 'fruit/vegetable juice'}"
2270_112015,"{'hygiene articles', 'whole milk'}"
2270_122014,"{'domestic eggs', 'tropical fruit'}"
2271_012015,"{'white bread', 'dog food'}"
2271_022015,"{'mayonnaise', 'rolls/buns'}"
2271_032014,"{'processed cheese', 'yogurt', 'root vegetables'}"
2271_042015,"{'yogurt', 'rolls/buns', 'whole milk', 'bottled water', 'other vegetables'}"
2271_062014,"{'sausage', 'newspapers'}"
2271_062015,"{'frankfurter', 'instant coffee', 'bottled water', 'whole milk'}"
2271_072014,"{'coffee', 'chicken', 'pickled vegetables', 'root vegetables'}"
2271_092014,"{'coffee', 'yogurt', 'frozen dessert', 'soft cheese'}"
2271_112015,"{'root vegetables', 'whole milk'}"
2272_012015,"{'bottled beer', 'misc. beverages', 'waffles'}"
2272_052014,"{'whole milk', 'napkins'}"
2272_052015,"{'whole milk', 'frozen vegetables', 'zwieback', 'rolls/buns'}"
2272_072014,"{'frankfurter', 'salty snack', 'yogurt', 'whole milk'}"
2273_022015,"{'chewing gum', 'soft cheese'}"
2273_082014,"{'whipped/sour cream', 'tropical fruit'}"
2273_102015,"{'tropical fruit', 'bottled beer', 'other vegetables', 'sausage'}"
2273_112014,"{'whole milk', 'bottled water', 'rolls/buns', 'soda'}"
2273_112015,"{'root vegetables', 'hamburger meat'}"
2274_022014,"{'pork', 'rolls/buns', 'pastry'}"
2274_042014,"{'chicken', 'curd'}"
2274_052015,"{'citrus fruit', 'rolls/buns'}"
2274_082014,"{'shopping bags', 'yogurt'}"
2274_112014,"{'other vegetables', 'beef'}"
2275_022015,"{'yogurt', 'pet care'}"
2275_052015,"{'shopping bags', 'pork'}"
2276_072014,"{'whipped/sour cream', 'fruit/vegetable juice'}"
2276_112014,"{'yogurt', 'tropical fruit'}"
2276_112015,"{'soda', 'pork'}"
2277_012015,"{'soda', 'shopping bags', 'canned beer'}"
2277_032014,"{'other vegetables', 'sugar'}"
2277_072014,"{'red/blush wine', 'curd'}"
2278_032014,"{'whipped/sour cream', 'hygiene articles'}"
2278_102014,"{'soda', 'rolls/buns'}"
2278_102015,"{'shopping bags', 'coffee'}"
2279_032014,"{'soda', 'curd', 'pot plants', 'long life bakery product'}"
2279_112014,"{'coffee', 'bottled water', 'salty snack', 'processed cheese'}"
2280_112014,"{'soda', 'candles'}"
2280_112015,"{'organic products', 'tropical fruit'}"
2281_102015,"{'instant coffee', 'beef'}"
2282_112015,"{'margarine', 'citrus fruit', 'white wine'}"
2283_012015,"{'shopping bags', 'margarine', 'root vegetables', 'frozen meals'}"
2283_112014,"{'white bread', 'citrus fruit', 'pastry'}"
2284_032014,"{'bottled water', 'frozen potato products'}"
2284_032015,"{'frankfurter', 'pork', 'frozen fish', 'waffles', 'rolls/buns', 'napkins'}"
2284_062014,"{'fruit/vegetable juice', 'tropical fruit'}"
2284_112015,"{'frankfurter', 'ice cream'}"
2285_062014,"{'UHT-milk', 'pastry'}"
2285_122015,"{'canned beer', 'tropical fruit'}"
2286_042015,"{'other vegetables', 'citrus fruit'}"
2286_062015,"{'canned beer', 'napkins'}"
2286_112015,"{'ham', 'whole milk'}"
2287_042014,"{'flour', 'UHT-milk'}"
2287_092015,"{'yogurt', 'rolls/buns'}"
2287_102014,"{'chocolate', 'frozen meals'}"
2287_122015,"{'tropical fruit', 'UHT-milk'}"
2288_052014,"{'sliced cheese', 'whole milk'}"
2288_052015,"{'specialty bar', 'sausage', 'shopping bags', 'red/blush wine', 'coffee'}"
2288_102014,"{'fruit/vegetable juice', 'other vegetables'}"
2288_112014,"{'herbs', 'brown bread', 'frozen dessert'}"
2289_032014,"{'chicken', 'rolls/buns'}"
2289_042015,"{'bottled water', 'tropical fruit'}"
2289_052014,"{'shopping bags', 'red/blush wine', 'berries'}"
2289_062015,"{'fruit/vegetable juice', 'brown bread', 'ice cream'}"
2289_082014,"{'soda', 'whole milk', 'UHT-milk', 'beverages'}"
2289_112014,"{'frankfurter', 'whole milk'}"
2290_032015,"{'specialty fat', 'condensed milk'}"
2290_102015,"{'pip fruit', 'other vegetables'}"
2290_122014,"{'chocolate', 'brown bread', 'margarine', 'fruit/vegetable juice'}"
2290_122015,"{'newspapers', 'whole milk', 'hamburger meat'}"
2291_032014,"{'domestic eggs', 'meat', 'packaged fruit/vegetables'}"
2291_082014,"{'canned beer', 'pip fruit'}"
2291_092014,"{'other vegetables', 'whole milk'}"
2291_092015,"{'brown bread', 'ham', 'roll products '}"
2291_102015,"{'grapes', 'canned fish'}"
2292_032015,"{'margarine', 'root vegetables'}"
2293_032014,"{'candy', 'other vegetables', 'napkins'}"
2293_042014,"{'specialty fat', 'sausage'}"
2293_052014,"{'shopping bags', 'pork'}"
2293_062015,"{'long life bakery product', 'root vegetables', 'rolls/buns'}"
2293_072014,"{'bottled water', 'cereals'}"
2293_082014,"{'shopping bags', 'house keeping products', 'salty snack'}"
2293_082015,"{'chicken', 'rolls/buns'}"
2293_122015,"{'pip fruit', 'tropical fruit'}"
2294_012014,"{'whipped/sour cream', 'whole milk'}"
2294_042014,"{'pip fruit', 'chewing gum'}"
2294_062015,"{'ham', 'tropical fruit'}"
2294_072015,"{'bottled beer', 'red/blush wine', 'citrus fruit', 'chocolate', 'bottled water'}"
2294_082014,"{'bottled beer', 'sugar'}"
2294_082015,"{'ice cream', 'root vegetables'}"
2294_092014,"{'specialty fat', 'whole milk'}"
2294_092015,"{'frankfurter', 'rolls/buns'}"
2294_102015,"{'pip fruit', 'rolls/buns'}"
2295_022015,"{'fruit/vegetable juice', 'nuts/prunes', 'pastry', 'rolls/buns'}"
2295_032015,"{'root vegetables', 'rolls/buns'}"
2295_062014,"{'mayonnaise', 'rolls/buns'}"
2295_122015,"{'frankfurter', 'pip fruit'}"
2296_122014,"{'domestic eggs', 'other vegetables'}"
2297_012015,"{'shopping bags', 'brown bread'}"
2298_022014,"{'specialty bar', 'domestic eggs', 'butter', 'root vegetables'}"
2298_042014,"{'soda', 'margarine'}"
2298_062015,"{'misc. beverages', 'beef', 'newspapers'}"
2298_082014,"{'yogurt', 'root vegetables'}"
2298_082015,"{'fruit/vegetable juice', 'root vegetables'}"
2298_122014,"{'hard cheese', 'citrus fruit', 'oil', 'Instant food products', 'domestic eggs', 'roll products ', 'napkins'}"
2299_042014,"{'yogurt', 'shopping bags', 'cake bar', 'chicken', 'domestic eggs'}"
2299_102015,"{'turkey', 'newspapers'}"
2300_032014,"{'fruit/vegetable juice', 'pork'}"
2300_042015,"{'hygiene articles', 'white wine', 'sausage'}"
2300_052015,"{'frankfurter', 'long life bakery product'}"
2300_092015,"{'flour', 'pip fruit', 'other vegetables'}"
2301_042014,"{'yogurt', 'pastry', 'waffles'}"
2301_082014,"{'domestic eggs', 'yogurt', 'whole milk'}"
2301_122015,"{'bottled water', 'organic sausage'}"
2302_012014,"{'other vegetables', 'whole milk'}"
2303_012014,"{'decalcifier', 'grapes'}"
2303_072014,"{'white wine', 'packaged fruit/vegetables'}"
2303_122014,"{'hair spray', 'beef'}"
2304_012015,"{'bottled water', 'whole milk'}"
2305_052015,"{'canned beer', 'cream cheese '}"
2305_092015,"{'coffee', 'mustard', 'whole milk'}"
2305_102014,"{'shopping bags', 'tropical fruit'}"
2306_022014,"{'shopping bags', 'tropical fruit'}"
2306_032014,"{'shopping bags', 'cream cheese '}"
2306_072014,"{'fruit/vegetable juice', 'bottled water'}"
2306_092015,"{'grapes', 'shopping bags', 'rolls/buns'}"
2306_122014,"{'white bread', 'whole milk', 'newspapers'}"
2307_042014,"{'fruit/vegetable juice', 'soft cheese'}"
2307_052015,"{'frankfurter', 'hygiene articles', 'bottled beer'}"
2307_062015,"{'canned beer', 'berries'}"
2307_122015,"{'grapes', 'shopping bags', 'root vegetables', 'whole milk'}"
2308_042014,{'yogurt'}
2308_102014,"{'yogurt', 'cream cheese ', 'bottled beer'}"
2309_032015,"{'yogurt', 'citrus fruit'}"
2309_042014,"{'domestic eggs', 'yogurt', 'whole milk', 'newspapers'}"
2309_102014,"{'chicken', 'frozen vegetables'}"
2309_122015,"{'shopping bags', 'whole milk', 'frozen meals'}"
2310_032014,"{'shopping bags', 'mustard'}"
2310_032015,"{'soda', 'sausage', 'long life bakery product', 'grapes', 'berries', 'frozen meals', 'candy', 'dessert'}"
2310_042014,"{'yogurt', 'whole milk'}"
2310_102014,"{'instant coffee', 'root vegetables'}"
2311_012014,"{'canned beer', 'pastry'}"
2311_012015,"{'other vegetables', 'sausage'}"
2311_032014,"{'citrus fruit', 'pot plants'}"
2311_062015,"{'oil', 'frozen vegetables', 'light bulbs', 'rolls/buns', 'domestic eggs', 'chocolate', 'bottled water', 'fruit/vegetable juice', 'other vegetables'}"
2311_102014,"{'soda', 'pastry'}"
2312_022014,"{'canned beer', 'pip fruit', 'other vegetables', 'pastry'}"
2312_032015,"{'frankfurter', 'red/blush wine', 'other vegetables'}"
2312_052015,"{'red/blush wine', 'other vegetables'}"
2313_022014,"{'other vegetables', 'dishes'}"
2313_022015,"{'shopping bags', 'pastry', 'berries'}"
2314_022015,"{'other vegetables', 'oil'}"
2314_062015,"{'yogurt', 'citrus fruit'}"
2314_072014,"{'whipped/sour cream', 'whole milk'}"
2314_092014,"{'candy', 'whole milk'}"
2314_112015,"{'pork', 'yogurt'}"
2315_022014,"{'bottled beer', 'nut snack'}"
2315_022015,"{'onions', 'other vegetables'}"
2315_032014,"{'newspapers', 'hamburger meat'}"
2315_092015,"{'shopping bags', 'rolls/buns'}"
2315_102014,"{'tea', 'beverages'}"
2315_122015,"{'chicken', 'turkey', 'other vegetables', 'roll products '}"
2316_022014,"{'shopping bags', 'rice', 'bottled beer', 'pip fruit'}"
2316_082015,"{'canned beer', 'tropical fruit'}"
2318_012015,"{'whipped/sour cream', 'other vegetables', 'citrus fruit', 'root vegetables'}"
2318_102014,"{'whipped/sour cream', 'frozen fish'}"
2319_052014,"{'baking powder', 'beef'}"
2319_102015,"{'yogurt', 'meat', 'whole milk'}"
2320_032014,"{'grapes', 'yogurt', 'dishes', 'newspapers'}"
2320_042014,"{'flour', 'tropical fruit'}"
2320_052014,"{'cream cheese ', 'whole milk'}"
2320_082014,"{'yogurt', 'margarine'}"
2321_012015,"{'whipped/sour cream', 'other vegetables'}"
2321_062014,"{'chocolate', 'pip fruit'}"
2321_062015,"{'bottled beer', 'long life bakery product', 'skin care', 'rolls/buns', 'domestic eggs', 'other vegetables', 'tropical fruit'}"
2321_082015,"{'whole milk', 'sausage'}"
2322_012014,"{'sweet spreads', 'newspapers'}"
2322_022014,"{'cake bar', 'pip fruit'}"
2323_062014,"{'sliced cheese', 'napkins'}"
2323_122014,"{'soda', 'whipped/sour cream', 'whole milk', 'newspapers'}"
2324_042014,"{'soda', 'misc. beverages'}"
2324_052015,"{'frankfurter', 'packaged fruit/vegetables'}"
2324_082015,"{'chicken', 'canned beer'}"
2325_012014,"{'long life bakery product', 'whole milk'}"
2325_022014,"{'fruit/vegetable juice', 'pastry'}"
2325_042015,"{'soda', 'pip fruit', 'jam'}"
2325_062014,"{'onions', 'pastry', 'specialty chocolate', 'canned fruit', 'flour', 'chocolate'}"
2325_102014,"{'margarine', 'rolls/buns'}"
2326_072015,"{'UHT-milk', 'citrus fruit', 'whole milk'}"
2326_112015,"{'pork', 'misc. beverages', 'beverages', 'whipped/sour cream', 'chewing gum'}"
2327_032015,"{'frankfurter', 'bottled beer', 'margarine', 'whipped/sour cream'}"
2327_042015,"{'bottled water', 'pork'}"
2327_062015,"{'chicken', 'pip fruit'}"
2327_082015,"{'butter', 'bottled beer'}"
2328_012014,"{'grapes', 'bottled beer', 'candy'}"
